Installed Asset Serial Number,Ticket Number,Title,Installed Asset,Status,Resources,Client,Total Hours Worked,Contract,Priority,Created,Due,Billed Hours,Classification,Queue,Role
L8NXCV20W52135E,T20220908.0468,Asus C434TA Chromebook 8GB/64GB,Asus C434TA Chromebook 8GB/64GB,Waiting Verification,"Jung, Paul (primary)",School District of Greenfield,0.75,Greenfield - ADP - Asus C434TA - $100,Low,09/08/2022 01:39 PM,09/21/2022 11:00 PM,0.75,ChromeCare Client,Client Portal,Client Service Engineer L1
NXGNZAA0029140F12D7600,T20220908.0469,Acer C771-C4TM Chromebook,Acer C771-C4TM Chromebook,Waiting Verification,"Eslit, Karl (primary)",Saint Francis Xavier School,0.75,Saint Francis - ADP - Acer C771,Low,09/08/2022 01:40 PM,09/21/2022 11:00 PM,0.75,ChromeCare Client,Client Portal,Client Service Engineer L1
NXGNZAA0029010A00D7600,T20220908.0470,Acer C771-C4TM Chromebook,Acer C771-C4TM Chromebook,Waiting Verification,"Konan, Kouakou (primary) | Sanchez, Rolando",Saint Francis Xavier School,3.17,Saint Francis - ADP - Acer C771,Low,09/08/2022 01:40 PM,09/21/2022 11:00 PM,3.17,ChromeCare Client,Client Portal,Client Service Engineer L1
NXAYVAA0011470B90D7600,T20220908.0471,Acer C734-C0FD N4500 - 4GB/32GB,Acer C734-C0FD N4500 - 4GB/32GB,Waiting Verification,"Hagert, Paul (primary)",School District of Kimberly,0.42,Kimberly - ADP - Acer C734,Low,09/08/2022 01:40 PM,09/21/2022 11:00 PM,0.42,ChromeCare Client,Client Portal,Client Service Engineer L1
NXA94AA00110913AB27611,T20220908.0472,Acer R752T Chromebook,Acer R752T Chromebook,Waiting Parts,"York, Laquell (primary)",Saint Francis Xavier School,0.00,Saint Francis - ADP - Acer R752T - $100,Low,09/08/2022 01:40 PM,09/21/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHQEAA00101412FDA7600,T20220908.0473,Acer C871-C85K,Acer C871-C85K,Waiting Parts,"Zera, Austin (primary)",School District of Sheboygan,0.08,Sheboygan - ADP - Acer C871,Low,09/08/2022 01:41 PM,09/21/2022 11:00 PM,0.08,ChromeCare Client,Client Portal,Client Service Engineer L1
P209JE8Q,T20220908.0474,Lenovo 300e Gen 2 A4 - 4GB/32GB - Dual Camera,Lenovo 300e Gen 2 A4 - 4GB/32GB - Dual Camera,Repaired,"Rodriguez, Juan (primary)",School District of North Palos 117,0.67,North Palos - ADP - Lenovo 300e G2 - $100,Low,09/08/2022 01:41 PM,09/21/2022 11:00 PM,0.67,ChromeCare Client,Client Portal,Client Service Engineer L1
NXGNZAA0029140EF7D7600,T20220908.0475,Acer C771-C4TM Chromebook,Acer C771-C4TM Chromebook,Waiting Verification,"Koch, Joshua (primary) | Yan, Richard",Saint Francis Xavier School,1.17,Saint Francis - ADP - Acer C771,Low,09/08/2022 01:43 PM,09/21/2022 11:00 PM,1.17,ChromeCare Client,Client Portal,Client Service Engineer L1
MP261FZY,T20220908.0476,Lenovo 14e Gen 2 3015Ce AMD - 4GB/32B,Lenovo 14e Gen 2 3015Ce AMD - 4GB/32B,Waiting Repair,,School District of Grenada,0.00,Grenada - ADP - Lenovo 14e Gen 2,Low,09/08/2022 01:44 PM,09/21/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXHPVAA0031260B3387611,T20220908.0477,Acer C933 N4120 - 4GB/32GB,Acer C933 N4120 - 4GB/32GB,Waiting Repair,,School District of Grenada,0.00,Grenada - ADP - Acer C933 - T&L - $100,Low,09/08/2022 01:44 PM,09/21/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXHPVAA003116304AE7611,T20220908.0478,Acer C933 N4120 - 4GB/32GB,Acer C933 N4120 - 4GB/32GB,Waiting Repair,,School District of Grenada,0.00,Grenada - ADP - Acer C933 - T&L - $100,Low,09/08/2022 01:44 PM,09/21/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
CV0SH33,T20220908.0479,Dell 3100 N4020 - 4GB/16GB - 1 USB Port,Dell 3100 N4020 - 4GB/16GB - 1 USB Port,Repaired,"Wardeh, Abdu (primary)",School District of Madison Metropolitan,0.75,Madison - ADP - Dell 3100 20-24 - BATT INCLUDED,Low,09/08/2022 01:44 PM,09/21/2022 11:00 PM,0.75,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHPVAA003116305207611,T20220908.0480,Acer C933 N4120 - 4GB/32GB,Acer C933 N4120 - 4GB/32GB,Waiting Repair,,School District of Grenada,0.00,Grenada - ADP - Acer C933 - T&L - $100,Low,09/08/2022 01:44 PM,09/21/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXHPVAA0031163060E7611,T20220908.0481,Acer C933 N4120 - 4GB/32GB,Acer C933 N4120 - 4GB/32GB,Waiting Repair,,School District of Grenada,0.00,Grenada - ADP - Acer C933 - T&L - $100,Low,09/08/2022 01:44 PM,09/21/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXHPVAA00302806C3B7600,T20220908.0482,Acer C933 N4120 - 4GB/32GB,Acer C933 N4120 - 4GB/32GB,Waiting Repair,,School District of Trico 176,0.00,Trico - ADP - Acer C933,Low,09/08/2022 01:45 PM,09/21/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
LT102YHA,T20220908.0483,Lenovo C13 Yoga 3150C - 4GB/32GB,Lenovo C13 Yoga 3150C - 4GB/32GB,Waiting Repair,,School District of Palmyra - Eagle,0.00,Palmyra - ADP - Lenovo C13 - $100,Low,09/08/2022 01:48 PM,09/21/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
P2083MP8,T20220908.0484,Lenovo 300e Gen 2 N4020 - 4GB/32GB - Dual Camera,Lenovo 300e Gen 2 N4020 - 4GB/32GB - Dual Camera,Repaired,"Yan, Jerry (primary)",School District of Zion 6,0.50,Zion - ADP - Lenovo 300e G2 - $100 - T&L,Low,09/08/2022 01:49 PM,09/21/2022 11:00 PM,0.50,ChromeCare Client,Client Portal,Client Service Engineer L1
NXA6UAA0011201D35C7600,T20220908.0485,Acer C722-K4CN MTK8183 - 4GB/32GB,Acer C722-K4CN MTK8183 - 4GB/32GB,Waiting Verification,"York, Brenan (primary)",School District of Sheboygan,0.33,Sheboygan - ADP - Acer C722,Low,09/08/2022 01:50 PM,09/21/2022 11:00 PM,0.33,ChromeCare Client,Client Portal,Client Service Engineer L1
NXA6UAA0011201D3DC7600,T20220908.0486,Acer C722-K4CN MTK8183 - 4GB/32GB,Acer C722-K4CN MTK8183 - 4GB/32GB,Waiting Verification,"York, Laquell (primary)",School District of Sheboygan,0.50,Sheboygan - ADP - Acer C722,Low,09/08/2022 01:50 PM,09/21/2022 11:00 PM,0.50,ChromeCare Client,Client Portal,Client Service Engineer L1
NXA6UAA001120202137600,T20220908.0487,Acer C722-K4CN MTK8183 - 4GB/32GB,Acer C722-K4CN MTK8183 - 4GB/32GB,Waiting Verification,"York, Brenan (primary)",School District of Sheboygan,0.33,Sheboygan - ADP - Acer C722,Low,09/08/2022 01:50 PM,09/21/2022 11:00 PM,0.33,ChromeCare Client,Client Portal,Client Service Engineer L1
NXA6UAA001120227607600,T20220908.0488,Acer C722-K4CN MTK8183 - 4GB/32GB,Acer C722-K4CN MTK8183 - 4GB/32GB,Waiting Verification,"York, Brenan (primary)",School District of Sheboygan,0.50,Sheboygan - ADP - Acer C722,Low,09/08/2022 01:50 PM,09/21/2022 11:00 PM,0.50,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHQEAA0010141321B7600,T20220908.0489,Acer C871-C85K,Acer C871-C85K,Waiting Parts,"Guerrero, Saul (primary)",School District of Sheboygan,0.00,Sheboygan - ADP - Acer C871,Low,09/08/2022 01:50 PM,09/21/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,Client Service Engineer L1
P2083KNF,T20220908.0490,Lenovo 300e Gen 2 N4020 - 4GB/32GB - Dual Camera,Lenovo 300e Gen 2 N4020 - 4GB/32GB - Dual Camera,Repaired,"Guerrero, Saul (primary)",School District of Zion 6,0.67,Zion - ADP - Lenovo 300e G2 - $100 - T&L,Low,09/08/2022 01:51 PM,09/21/2022 11:00 PM,0.67,ChromeCare Client,Client Portal,Client Service Engineer L1
NXH8VAA0060312AD817611,T20220908.0491,Acer C733-C5AS N4020 - 4GB/32GB,Acer C733-C5AS N4020 - 4GB/32GB,Waiting Repair,"Kundert, Austin (primary)",School District of De Forest,0.00,De Forest - ADP - Acer C733,Low,09/08/2022 01:52 PM,09/21/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD8452S5C,T20220908.0492,HP Chromebook 14 G5 4GB/16GB,HP Chromebook 14 G5 4GB/16GB,Waiting Pickup,,School District of Brackett Independent,0.00,Brackett - ADP - HP 14 G5 - 21-22,Low,09/08/2022 01:53 PM,09/21/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
P2083L46,T20220908.0493,Lenovo 300e Gen 2 N4020 - 4GB/32GB - Dual Camera,Lenovo 300e Gen 2 N4020 - 4GB/32GB - Dual Camera,Repaired,"Yan, Jerry (primary)",School District of Zion 6,0.75,Zion - ADP - Lenovo 300e G2 - $100 - T&L,Low,09/08/2022 01:53 PM,09/21/2022 11:00 PM,0.75,ChromeCare Client,Client Portal,Client Service Engineer L1
FZDJQV2,T20220908.0494,Dell 3100 Chromebook N4000 - 4GB/16GB - 1 USB Port,Dell 3100 Chromebook N4000 - 4GB/16GB - 1 USB Port,Repaired,"Wardeh, Abdu (primary)",School District of Madison Metropolitan,0.67,Madison - ADP - Dell 3100 - BATT INCLUDED,Low,09/08/2022 01:53 PM,09/21/2022 11:00 PM,0.67,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHQEAA001014093DB7600,T20220908.0495,Acer C871-C85K,Acer C871-C85K,Waiting Parts,"Yan, Jerry (primary)",School District of Sheboygan,0.50,Sheboygan - ADP - Acer C871,Low,09/08/2022 01:55 PM,09/21/2022 11:00 PM,0.50,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD747DB7B,T20220908.0496,HP Chromebook 11 G5 EE,HP Chromebook 11 G5 EE,Waiting Verification,"Riberdy, Jacob (primary) | Bujny, Adam",School District of Sunnybrook 171,0.58,Sunnybrook - ADP - HP 11 G5 EE - 22-23,Low,09/08/2022 01:55 PM,09/21/2022 11:00 PM,0.58,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD031GB85,T20220908.0497,HP 11a G8 EE A4 - 4GB/32GB,HP 11a G8 EE A4 - 4GB/32GB,Waiting Verification,"Guerrero, Saul (primary)",School District of Sunnybrook 171,0.50,Sunnybrook - ADP - HP 11A G8 EE,Low,09/08/2022 01:55 PM,09/21/2022 11:00 PM,0.50,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD11108JW,T20220908.0498,HP 11 G8 EE N4020 - 4GB/32GB,HP 11 G8 EE N4020 - 4GB/32GB,Waiting Verification,"McClain, Anastasia (primary)",School District of Sunnybrook 171,0.50,Sunnybrook - ADP - HP 11 G8 EE,Low,09/08/2022 01:55 PM,09/21/2022 11:00 PM,0.50,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD031GBY5,T20220908.0499,HP 11a G8 EE A4 - 4GB/32GB,HP 11a G8 EE A4 - 4GB/32GB,Waiting Verification,"Moua, Hue (primary)",School District of Sunnybrook 171,0.58,Sunnybrook - ADP - HP 11A G8 EE,Low,09/08/2022 01:55 PM,09/21/2022 11:00 PM,0.58,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD1222YP7,T20220908.0500,HP 11 G8 EE N4020 - 4GB/32GB,HP 11 G8 EE N4020 - 4GB/32GB,Waiting Verification,"Guerrero, Saul (primary)",School District of Sunnybrook 171,0.33,Sunnybrook - ADP - HP 11 G8 EE,Low,09/08/2022 01:56 PM,09/21/2022 11:00 PM,0.33,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD1221L4J,T20220908.0501,HP 11 G8 EE N4020 - 4GB/32GB,HP 11 G8 EE N4020 - 4GB/32GB,Waiting Verification,"Saniter, Tanner (primary)",School District of Sunnybrook 171,0.67,Sunnybrook - ADP - HP 11 G8 EE,Low,09/08/2022 01:56 PM,09/21/2022 11:00 PM,0.67,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD935B850,T20220908.0502,HP Chromebook 11 G7 EE 4GB/16GB,HP Chromebook 11 G7 EE 4GB/16GB,Action Required by TRA,"Julsrud, Matthew (primary)",School District of Stoughton,0.00,Stoughton - ADP - HP 11 G7 EE,Low,09/08/2022 01:56 PM,09/21/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,Client Service Engineer L1
PF3L8CWF,T20220908.0503,Lenovo 100e Gen 2 N4020 - 4GB/32GB - No SD Reader,Lenovo 100e Gen 2 N4020 - 4GB/32GB - No SD Reader,Waiting Verification,"Espinoza, Miguel (primary)",School District of Mishicot,0.33,Mishicot - ADP - Lenovo 100e Gen 2,Low,09/08/2022 01:56 PM,09/21/2022 11:00 PM,0.33,ChromeCare Client,Client Portal,Client Service Engineer L1
P204AU69,T20220908.0504,Lenovo 100e Gen 2 MTK8173 - 4GB/32GB,Lenovo 100e Gen 2 MTK8173 - 4GB/32GB,Waiting Verification,"Gramoll, Brady (primary)",School District of Mishicot,0.50,Mishicot - ADP - Lenovo 100e Gen 2,Low,09/08/2022 01:56 PM,09/21/2022 11:00 PM,0.50,ChromeCare Client,Client Portal,Client Service Engineer L1
P209VV0L,T20220908.0505,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Waiting Verification,"Xiong, Shuelang (primary)",School District of Mishicot,1.58,Mishicot - ADP - Lenovo 100e Gen 2,Low,09/08/2022 01:56 PM,09/21/2022 11:00 PM,1.58,ChromeCare Client,Client Portal,Client Service Engineer L1
P2083L02,T20220908.0506,Lenovo 300e Gen 2 N4020 - 4GB/32GB - Dual Camera,Lenovo 300e Gen 2 N4020 - 4GB/32GB - Dual Camera,Repaired,"Rademan, Zachary (primary)",School District of Zion 6,0.50,Zion - ADP - Lenovo 300e G2 - $100 - T&L,Low,09/08/2022 01:56 PM,09/21/2022 11:00 PM,0.50,ChromeCare Client,Client Portal,Client Service Engineer L1
P203D2GV,T20220908.0507,Lenovo 300e Chromebook,Lenovo 300e Chromebook,Repaired,"Pham, Paul (primary) | Sanchez, Rolando",School District of Kinnikinnick 131,1.17,Kinnikinnick - ADP - Lenovo 300e - $100,Low,09/08/2022 01:57 PM,09/21/2022 11:00 PM,1.17,ChromeCare Client,Client Portal,Client Service Engineer L1
P2029EX1,T20220908.0508,Lenovo 300e Chromebook,Lenovo 300e Chromebook,Battery Swap Required,"Bujny, Adam (primary)",School District of Kinnikinnick 131,1.00,Kinnikinnick - ADP - Lenovo 300e - $100,Low,09/08/2022 01:57 PM,09/21/2022 11:00 PM,1.00,ChromeCare Client,Client Portal,Client Service Engineer L1
P2029NS7,T20220908.0509,Lenovo 300e Chromebook,Lenovo 300e Chromebook,In Progress,"Bourn, Jeffrey (primary)",School District of Kinnikinnick 131,1.08,Kinnikinnick - ADP - Lenovo 300e - $100,Low,09/08/2022 01:57 PM,09/21/2022 11:00 PM,1.08,ChromeCare Client,Client Portal,Client Service Engineer L1
P201HT0A,T20220908.0510,Lenovo N23 Yoga Chromebook,Lenovo N23 Yoga Chromebook,In Progress,"Duchac, Noelle (primary)",School District of Kinnikinnick 131,0.50,Kinnikinnick - ADP - Lenovo N23 Yoga - $100,Low,09/08/2022 01:57 PM,09/21/2022 11:00 PM,0.50,ChromeCare Client,Client Portal,Client Service Engineer L1
P201JRM7,T20220908.0511,Lenovo N23 Yoga Chromebook,Lenovo N23 Yoga Chromebook,Repaired,"Bourn, Jeffrey (primary) | Sanchez, Rolando",School District of Kinnikinnick 131,0.33,Kinnikinnick - ADP - Lenovo N23 Yoga - $100,Low,09/08/2022 01:57 PM,09/21/2022 11:00 PM,0.33,ChromeCare Client,Client Portal,Client Service Engineer L1
P201HS74,T20220908.0512,Lenovo N23 Yoga Chromebook,Lenovo N23 Yoga Chromebook,Repaired,"Nadolny, Thomas (primary) | Sanchez, Rolando",School District of Kinnikinnick 131,1.02,Kinnikinnick - ADP - Lenovo N23 Yoga - $100,Low,09/08/2022 01:57 PM,09/21/2022 11:00 PM,1.02,ChromeCare Client,Client Portal,Client Service Engineer L1
P203UUCN,T20220908.0513,Lenovo 300e Chromebook,Lenovo 300e Chromebook,In Progress,"Koch, Joshua (primary) | Sanchez, Rolando",School District of Kinnikinnick 131,2.33,Kinnikinnick - ADP - Lenovo 300e - $100,Low,09/08/2022 01:57 PM,09/21/2022 11:00 PM,2.33,ChromeCare Client,Client Portal,Client Service Engineer L1
P207QRJ4,T20220908.0514,Lenovo 300e Gen 2 N4020 - 4GB/32GB - Dual Camera,Lenovo 300e Gen 2 N4020 - 4GB/32GB - Dual Camera,Repaired,"Rosas-Soto, Alejandro (primary)",School District of Zion 6,0.67,Zion - ADP - Lenovo 300e G2 - $100 - T&L,Low,09/08/2022 01:58 PM,09/21/2022 11:00 PM,0.67,ChromeCare Client,Client Portal,Client Service Engineer L1
73JM7F3,T20220908.0515,Dell 3100 N4020 - 4GB/16GB - 1 USB Port,Dell 3100 N4020 - 4GB/16GB - 1 USB Port,Repaired,"Pham, Paul (primary) | Sanchez, Rolando",School District of Madison Metropolitan,0.92,Madison - ADP - Dell 3100 20-24 - BATT INCLUDED,Low,09/08/2022 01:59 PM,09/21/2022 11:00 PM,0.92,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHQEAA0010141321C7600,T20220908.0516,Acer C871-C85K,Acer C871-C85K,Waiting Verification,"Fox, Matthew (primary)",School District of Sheboygan,0.33,Sheboygan - ADP - Acer C871,Low,09/08/2022 02:00 PM,09/21/2022 11:00 PM,0.33,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHPVAA0031350FFD77611,T20220908.0517,Acer C933 N4120 - 4GB/32GB,Acer C933 N4120 - 4GB/32GB,Repaired,"Fox, Matthew (primary)",School District of Hartland - Arrowhead,0.42,Arrowhead - ADP - Acer C933,Low,09/08/2022 02:00 PM,09/21/2022 11:00 PM,0.42,ChromeCare Client,Client Portal,Client Service Engineer L1
P2085CYN,T20220908.0518,Lenovo 300e Gen 2 N4020 - 4GB/32GB - Dual Camera,Lenovo 300e Gen 2 N4020 - 4GB/32GB - Dual Camera,Complete,"Ostling, Nicholas (primary)",School District of Zion 6,0.00,Zion - ADP - Lenovo 300e G2 - $100 - T&L,Low,09/08/2022 02:00 PM,09/21/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,Administration
NXHPWAA002110258907611,T20220908.0519,Acer R752T-C3M5 N4020 - 4GB/32GB - No Stylus,Acer R752T-C3M5 N4020 - 4GB/32GB - No Stylus,Repaired,"Rosas-Soto, Alejandro (primary)",School District of Lemont-Bromberek 113A,0.67,Lemont 113A - ADP - Acer R752T - $100,Low,09/08/2022 02:01 PM,09/21/2022 11:00 PM,0.67,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHPWAA002110253457611,T20220908.0520,Acer R752T-C3M5 N4020 - 4GB/32GB - No Stylus,Acer R752T-C3M5 N4020 - 4GB/32GB - No Stylus,Repaired,"Rosas-Soto, Alejandro (primary)",School District of Lemont-Bromberek 113A,0.67,Lemont 113A - ADP - Acer R752T - $100,Low,09/08/2022 02:01 PM,09/21/2022 11:00 PM,0.67,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHPWAA002110253F97611,T20220908.0521,Acer R752T-C3M5 N4020 - 4GB/32GB - No Stylus,Acer R752T-C3M5 N4020 - 4GB/32GB - No Stylus,Repaired,"Rosas-Soto, Alejandro (primary)",School District of Lemont-Bromberek 113A,3.18,Lemont 113A - ADP - Acer R752T - $100,Low,09/08/2022 02:01 PM,09/21/2022 11:00 PM,3.18,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHPWAA002110205087611,T20220908.0522,Acer R752T-C3M5 N4020 - 4GB/32GB - No Stylus,Acer R752T-C3M5 N4020 - 4GB/32GB - No Stylus,Repaired,"Rosas-Soto, Alejandro (primary)",School District of Lemont-Bromberek 113A,0.67,Lemont 113A - ADP - Acer R752T - $100,Low,09/08/2022 02:01 PM,09/21/2022 11:00 PM,0.67,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHPVAA0031350FFE87611,T20220908.0523,Acer C933 N4120 - 4GB/32GB,Acer C933 N4120 - 4GB/32GB,Waiting Verification,"Fox, Matthew (primary)",School District of Hartland - Arrowhead,0.50,Arrowhead - ADP - Acer C933,Low,09/08/2022 02:02 PM,09/21/2022 11:00 PM,0.50,ChromeCare Client,Client Portal,Client Service Engineer L1
NXA6UAA001120224917600,T20220908.0524,Acer C722-K4CN MTK8183 - 4GB/32GB,Acer C722-K4CN MTK8183 - 4GB/32GB,Waiting Verification,"Yan, Jerry (primary)",School District of Sheboygan,0.25,Sheboygan - ADP - Acer C722,Low,09/08/2022 02:03 PM,09/21/2022 11:00 PM,0.25,ChromeCare Client,Client Portal,Client Service Engineer L1
8XZPPV2,T20220908.0525,Dell 3100 Chromebook N4000 - 4GB/16GB - 1 USB Port,Dell 3100 Chromebook N4000 - 4GB/16GB - 1 USB Port,Repaired,"Wardeh, Abdu (primary)",School District of Madison Metropolitan,0.83,Madison - ADP - Dell 3100 - BATT INCLUDED,Low,09/08/2022 02:03 PM,09/21/2022 11:00 PM,0.83,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD01689MK,T20220908.0526,HP 11 G8 EE N4020 - 4GB/32GB,HP 11 G8 EE N4020 - 4GB/32GB,Waiting Pickup,,School District of Ripon,0.00,Ripon - ADP - HP 11 G8 EE - $100,Low,09/08/2022 02:05 PM,09/21/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
PF2P6MSJ,T20220908.0527,Lenovo 300e Gen 2 N4020 - 4GB/32GB - Dual Camera,Lenovo 300e Gen 2 N4020 - 4GB/32GB - Dual Camera,Waiting Pickup,,School District of Green Bay,0.00,Green Bay - ADP - Lenovo 300e Gen 2 N4020 - $100,Low,09/08/2022 02:05 PM,09/21/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
P209VWB2,T20220908.0528,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Waiting Pickup,,School District of Ripon,0.00,Ripon - ADP - Lenovo 100e G2,Low,09/08/2022 02:05 PM,09/21/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
P209VVWN,T20220908.0529,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Waiting Pickup,,School District of Ripon,0.00,Ripon - ADP - Lenovo 100e G2,Low,09/08/2022 02:06 PM,09/21/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
P209VVNW,T20220908.0530,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Waiting Pickup,,School District of Ripon,0.00,Ripon - ADP - Lenovo 100e G2,Low,09/08/2022 02:07 PM,09/21/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
9H3L4N3,T20220908.0531,Dell 3100 N4020 - 4GB/32GB - 2 USB Port - 2022,Dell 3100 N4020 - 4GB/32GB - 2 USB Port - 2022,Waiting Pickup,,School District of Ripon,0.00,Ripon - ADP - Dell 3100,Low,09/08/2022 02:08 PM,09/21/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
ddg6sd3,T20220908.0532,Dell 3100 N4020 - 4GB/32GB - 2 USB Port,Dell 3100 N4020 - 4GB/32GB - 2 USB Port,Waiting Pickup,,School District of Ripon,0.00,Ripon - ADP - Dell 3100,Low,09/08/2022 02:09 PM,09/21/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
4Z7SH33,T20220908.0533,Dell 3100 N4020 - 4GB/16GB - 1 USB Port,Dell 3100 N4020 - 4GB/16GB - 1 USB Port,In Progress,"Wirth, Patrick (primary)",School District of Madison Metropolitan,1.25,Madison - ADP - Dell 3100 20-24 - BATT INCLUDED,Low,09/08/2022 02:10 PM,09/21/2022 11:00 PM,1.25,ChromeCare Client,Client Portal,Client Service Engineer L1
2l8g4n3,T20220908.0534,Dell 3100 N4020 - 4GB/32GB - 2 USB Port - 2022,Dell 3100 N4020 - 4GB/32GB - 2 USB Port - 2022,Waiting Pickup,,School District of Ripon,0.00,Ripon - ADP - Dell 3100,Low,09/08/2022 02:10 PM,09/21/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
5CD0168C0K,T20220908.0535,HP 11 G8 EE N4020 - 4GB/32GB,HP 11 G8 EE N4020 - 4GB/32GB,Waiting Pickup,,School District of Ripon,0.00,Ripon - ADP - HP 11 G8 EE - $100,Low,09/08/2022 02:12 PM,09/21/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
5CD935B328,T20220908.0536,HP Chromebook 11 G7 EE 4GB/16GB,HP Chromebook 11 G7 EE 4GB/16GB,Complete,"Julsrud, Matthew (primary)",School District of Stoughton,0.00,Stoughton - ADP - HP 11 G7 EE,Low,09/08/2022 02:14 PM,09/21/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,Client Service Engineer L1
88LQVC3,T20220908.0537,Dell 3100 N4020 - 4GB/32GB - 2 USB Port,Dell 3100 N4020 - 4GB/32GB - 2 USB Port,Waiting Verification,"Guerrero, Saul (primary)",School District of Ashwaubenon,0.50,Ashwaubenon - ADP - Dell 3100,Low,09/08/2022 02:14 PM,09/21/2022 11:00 PM,0.50,ChromeCare Client,Client Portal,Client Service Engineer L1
7Z4Z693,T20220908.0538,Dell 3100 N4020 - 4GB/32GB - 2 USB Port - Touch,Dell 3100 N4020 - 4GB/32GB - 2 USB Port - Touch,Waiting Pickup,,School District of Glen Lake Community Schools,0.00,Glen Lake - ADP - Dell 3100 Touch - No Ded,Low,09/08/2022 02:15 PM,09/21/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
